,date,real_index,fin_index,decoupling
139,2015-07-01,-0.3371488512299682,-0.2129338577176853,0.12421499351228288
140,2015-08-01,-0.0900395529628432,-0.3503103940397425,-0.2602708410768993
141,2015-09-01,0.5265843253560542,-0.2198838977762753,-0.7464682231323294
142,2015-11-01,0.2237302444088628,0.0129194961663354,-0.2108107482425274
143,2015-12-01,0.1235354932704742,-0.0807815068004671,-0.20431700007094128
144,2016-01-01,0.2844531822185936,-0.2034799612713258,-0.48793314348991945
145,2016-01-01,0.0950429903137573,-0.2034799612713258,-0.29852295158508313
146,2016-02-01,0.0958614304438535,-0.3029311881590307,-0.3987926186028842
147,2016-03-01,0.2882035381423761,-0.0375317886956126,-0.32573532683798867
148,2016-04-01,0.0980242322664026,-0.1686726956775316,-0.2666969279439342
149,2016-05-01,0.588785287393708,-0.1779954676792444,-0.7667807550729524
150,2016-06-01,0.7104386389068376,-0.0497153882461094,-0.760154027152947
151,2016-07-01,0.323258273920925,0.2373910485380364,-0.0858672253828886
152,2016-08-01,0.2970752595162957,0.3392438020597381,0.04216854254344238
153,2016-09-01,-0.1804095660267,0.3826363924367645,0.5630459584634645
154,2016-11-01,0.2424661787220305,0.0633538474312355,-0.179112331290795
155,2016-12-01,0.0914694592094139,0.0479568088466124,-0.043512650362801504
156,2017-01-01,0.462037678513288,0.3244639045634233,-0.1375737739498647
157,2017-01-01,0.246619383749183,0.3244639045634233,0.07784452081424029
158,2017-02-01,0.072572412164295,0.4435311577712269,0.37095874560693193
159,2017-03-01,0.1841761142348026,0.2400702278815076,0.05589411364670499
160,2017-04-01,0.0258406226597478,0.2045282452468739,0.17868762258712612
161,2017-05-01,-0.2815009126581704,0.441122111605869,0.7226230242640395
162,2017-06-01,-0.2910670423075751,0.3049166341454135,0.5959836764529886
163,2017-07-01,-0.1385423556729614,0.245292253496847,0.3838346091698084
164,2017-08-01,-0.2301992167995225,0.2117905136896722,0.44198973048919465
165,2017-09-01,0.4414536925599991,0.126976702628862,-0.31447698993113715
166,2017-11-01,-0.0013715616282073,0.544923212229137,0.5462947738573443
167,2017-12-01,-0.3353712486276922,0.6510493256503028,0.986420574277995
168,2018-01-01,-0.2624464901701112,0.5330404316519725,0.7954869218220837
169,2018-01-01,-0.0909292237390657,0.5330404316519725,0.6239696553910381
170,2018-02-01,0.0066098336050808,0.3734890205426848,0.366879186937604
171,2018-03-01,-0.1578007182581617,0.3501471972209913,0.507947915479153
172,2018-04-01,0.0819780862385876,0.3697699674831444,0.2877918812445568
173,2018-05-01,0.1097349349579157,0.1739021235355378,0.0641671885776221
174,2018-06-01,0.0673857330471289,0.0711470676241576,0.0037613345770286938
175,2018-07-01,0.2378124950263067,-0.0227133497180838,-0.2605258447443905
176,2018-08-01,0.2099945331249181,0.0228925506831937,-0.18710198244172438
177,2018-09-01,-0.5604596320498579,0.160503155653818,0.720962787703676
178,2018-11-01,-0.2629337752992428,-0.1905381083735795,0.07239566692566327
179,2018-12-01,-0.1765802554477558,-0.2650763435588422,-0.08849608811108639
181,2019-01-01,-0.0621786000635059,-0.1990605908412358,-0.13688199077772992
180,2019-01-01,-0.1900820411936358,-0.1990605908412358,-0.008978549647600004
