,date,interest,kospi,exchange,fin_index
165,2024-10-01,-0.2512540724282978,0.1413598815318217,-0.0112349794320198,-0.04037639010949863
166,2024-11-01,-0.2608997711583064,-0.3736961367282709,0.4845639132543999,-0.050010664877392454
167,2024-12-01,-0.1142851504621844,-0.6171181224362663,1.0267964196106636,0.09846438223740428
168,2025-01-01,-0.0911354735101661,-0.2339160697069889,0.6437094043337762,0.10621928703887373
169,2025-02-01,-0.2126712775082667,-0.4106361197749379,0.6632408381993236,0.013311146972039648
170,2025-03-01,-0.2589706314123042,-0.6184169389074659,0.6629928128976728,-0.07146491914069908
171,2025-04-01,-0.2319626749682823,-0.4431104729772478,0.1041325583172157,-0.1903135298761048
172,2025-05-01,-0.247395792936295,-0.1819270835558032,-0.1360664632487159,-0.188463113246938
173,2025-06-01,-0.3207031032843552,0.064923981623798,-0.3264678091730361,-0.1940823102778644
174,2025-07-01,-0.4113726713464303,0.2918127648486086,0.0060379659140799,-0.037840646861247274
175,2025-08-01,-0.4210183700764381,0.3511008467465751,0.1972860964884657,0.04245619105286757
176,2025-09-01,-0.4692468637264777,0.7118976073764797,0.4247392970631938,0.2224633469043986
177,2025-10-01,-0.5367667548365337,1.3994146795360125,0.2148206296900361,0.35915618479650496
178,2025-11-01,-0.5521998728045465,1.3817637257345383,0.3085429606585222,0.379368937862838
179,2025-12-01,-0.4113726713464303,1.710804081279125,-0.3647676921344597,0.31155457259941166
180,2026-01-01,-0.3940104136324162,2.2955822809249504,-0.1841477570464141,0.5724747034153734
