날짜,종가,시가,고가,저가,거래량,변동 %,log_price,12m_log_return,z_score
2009-04-01,1278.0,"1,369.00","1,392.30","1,278.00",,-6.99%,7.15305163493748,0.2423008469755441,-2.3358964328811735
2009-05-01,1258.25,"1,278.25","1,293.15","1,228.75",,-1.55%,7.13747714565647,0.2018635385459362,-1.9283288602587376
2009-06-01,1274.8,"1,260.30","1,294.50","1,226.20",,1.32%,7.150544582543182,0.1930472116662303,-1.8394691145102615
2009-07-01,1222.7,"1,271.40","1,316.50","1,222.70",,-4.09%,7.108816807150144,0.1888859522378734,-1.7975277868074058
2009-08-01,1249.5,"1,228.50","1,266.40","1,214.50",,2.19%,7.130498750275007,0.13725408527745486,-1.2771302750972924
2009-09-01,1176.5,"1,249.50","1,254.70","1,174.60",,-5.84%,7.070299208167417,-0.02555258705136243,0.36379793760263934
2009-10-01,1186.6,"1,175.50","1,206.00","1,149.80",,0.86%,7.078847353824543,-0.07771922322038183,0.8895853873854628
2009-11-01,1163.4,"1,186.40","1,195.80","1,149.00",,-1.96%,7.0591020314766615,-0.23323514469721562,2.457030132892949
2009-12-01,1166.08,"1,164.83","1,189.62","1,150.42",,0.23%,7.061402975191484,-0.07984214715900695,0.910982334663338
2010-01-01,1158.9,"1,163.27","1,166.70","1,115.10",,-0.62%,7.055226558340346,-0.1756985860231257,1.8771192420217546
2010-02-01,1160.0,"1,160.30","1,177.90","1,140.80",,0.09%,7.05617528410041,-0.2791000937707224,2.919302887640738
2010-03-01,1132.8,"1,158.00","1,160.80","1,126.80",,-2.34%,7.032447722939455,-0.19307013928262773,2.05220710196133
2010-04-01,1108.5,"1,130.40","1,131.40","1,103.00",,-2.15%,7.010763029056366,-0.14228860588111392,1.5403801009499074
2010-05-01,1202.12,"1,108.90","1,276.90","1,107.81",,8.45%,7.091841943722758,-0.0456352019337114,0.5662105836806647
2010-06-01,1223.25,"1,204.15","1,272.55","1,170.05",,1.76%,7.109266530169233,-0.04127805237394888,0.5222948796293765
2010-07-01,1182.75,"1,226.65","1,239.45","1,180.95",,-3.31%,7.075597514511258,-0.033219292638886344,0.4410706520256919
2010-08-01,1199.0,"1,181.60","1,201.20","1,156.40",,1.37%,7.089243155027514,-0.04125559524749267,0.5220685342846123
2010-09-01,1140.25,"1,198.15","1,199.15","1,138.15",,-4.90%,7.03900281559181,-0.0312963925756069,0.42168974509538537
2010-10-01,1124.5,"1,139.00","1,143.40","1,107.40",,-1.38%,7.02509377139937,-0.053753582425172475,0.6480357288010422
2010-11-01,1157.0,"1,120.30","1,171.90","1,103.95",,2.89%,7.053585727193677,-0.005516304282984663,0.16185227283368353
2010-12-01,1120.5,"1,157.00","1,173.10","1,119.50",,-3.15%,7.021530293240982,-0.0398726819505022,0.5081301531833368
2011-01-01,1119.25,"1,120.50","1,132.38","1,108.10",,-0.11%,7.020414097121075,-0.034812461219270396,0.45712819582131287
2011-02-01,1124.65,"1,119.00","1,136.43","1,099.95",,0.48%,7.025227155122308,-0.030948128978102396,0.41817959680461186
2011-03-01,1095.5,"1,124.65","1,144.95","1,094.10",,-2.59%,6.998966159035521,-0.03348156390393431,0.4437140837231871
2011-04-01,1068.0,"1,098.00","1,099.15","1,068.50",,-2.51%,6.97354301952014,-0.03722000953622562,0.4813938717928178
2011-05-01,1078.0,"1,069.80","1,101.90","1,064.00",,0.94%,6.982862751468942,-0.10897919225381614,1.2046545696330329
2011-06-01,1066.3,"1,076.90","1,092.10","1,066.40",,-1.09%,6.971949991024133,-0.13731653914509945,1.4902666475769717
2011-07-01,1054.0,"1,066.80","1,069.00","1,048.57",,-1.15%,6.960347729101308,-0.1152497854099499,1.2678558688984665
2011-08-01,1064.9,"1,051.80","1,096.50","1,048.20",,1.03%,6.970636177021338,-0.11860697800617626,1.3016930081742384
2011-09-01,1180.9,"1,066.40","1,198.70","1,060.20",,10.89%,7.074032138607236,0.03502932301542572,-0.24680704550926405
