날짜,Production_Index,log_val,12m_log_return,z_score
2023-07-01,111.1,4.7104306966455844,-0.007174918672295583,-1.116991080056555
2023-08-01,112.6,4.72384171570559,0.014311514393256175,-0.40559760984319365
2023-09-01,114.0,4.736198448394496,0.027569554038174182,0.033362305115699174
2023-10-01,112.8,4.725616339063959,0.02422729533532486,-0.07729640727815947
2023-11-01,113.5,4.7318028369214575,0.022272635609123625,-0.14201315954068244
2023-12-01,113.1,4.728272383122075,0.032347833865519426,0.19156618463609662
2024-01-01,113.3,4.730039168033961,0.04144737390679687,0.49284249920913914
2024-02-01,114.6,4.741447804280639,0.03552771519240494,0.29684875085349977
2024-03-01,112.7,4.724729421045731,0.009808371098520396,-0.5546920046893142
2024-04-01,114.1,4.73707525686803,0.03568621313939602,0.3020964531681501
2024-05-01,113.3,4.730039168033961,0.012433552716080598,-0.467774969406682
2024-06-01,113.1,4.728272383122075,0.010666767804194954,-0.5262713818057244
2024-07-01,112.4,4.722063937459591,0.01163324081400674,-0.4942724648044719
2024-08-01,113.5,4.7318028369214575,0.00796112121586745,-0.6158525286516919
2024-09-01,113.2,4.729156165769083,-0.0070422826254130655,-1.1125996383789498
2024-10-01,113.8,4.73444252169223,0.008826182628271617,-0.5872112442542126
2024-11-01,112.4,4.722063937459591,-0.009738899461866346,-1.201881819524032
2024-12-01,114.4,4.739701078945697,0.01142869582362227,-0.5010447368740347
2025-01-01,112.6,4.72384171570559,-0.006197452328370545,-1.084628185187027
2025-02-01,113.4,4.730921391293652,-0.01052641298698731,-1.227955573960917
2025-03-01,114.6,4.741447804280639,0.016718383234908707,-0.3259086837013878
2025-04-01,113.8,4.73444252169223,-0.0026327351757995388,-0.9666041047005222
2025-05-01,112.4,4.722063937459591,-0.00797523057436944,-1.143488575454345
2025-06-01,114.2,4.73795129722191,0.009678914099835012,-0.5589781913847622
2025-07-01,114.6,4.741447804280639,0.0193838668210482,-0.23765729212068684
2025-08-01,114.3,4.738826570800765,0.00702373387930777,-0.6468884492372443
2025-09-01,115.8,4.751864565138895,0.022708399369812504,-0.12758547426765804
2025-10-01,112.8,4.725616339063959,-0.008826182628271617,-1.1716627136541937
2025-11-01,113.8,4.73444252169223,0.012378584232639156,-0.46959491877047227
2025-12-01,115.5,4.749270529961848,0.009569451016150587,-0.5626024003320986
