,date,통계표,계정항목,금융기관 유형코드,단위,변환,value,log_yoy,credit_log_yoy_z
79,2009-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,445572.0,0.23674808121752022,2.1509276728932583
80,2009-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,432742.0,0.18860363973203143,1.398455021356901
81,2009-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,410971.0,0.11981504737970816,0.3233249983321718
82,2009-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,421593.0,0.22595649269082507,1.9822607410020827
83,2009-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,455423.0,0.16492825433592984,1.0284210262482578
84,2010-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,423019.0,0.19185532174284425,1.4492771247842902
85,2010-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,400689.0,0.1730551583360782,1.1554403209599073
86,2010-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,481492.0,0.1948695280745838,1.4963876065084445
87,2010-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,465289.0,0.17987660716356046,1.2620560283636848
88,2010-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,483938.0,0.21273019249476377,1.7755405284195802
89,2010-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,491055.0,0.15227857667800393,0.8307131248862966
90,2010-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,506421.0,0.1641135036579815,1.0156868957015024
91,2010-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,527604.0,0.16898715230156114,1.0918594964075736
92,2010-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,490923.0,0.12614558522453834,0.4222680216755084
93,2010-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,492224.0,0.18041124503850625,1.270412141072843
94,2010-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,524084.0,0.21761158314327034,1.8518341326474665
95,2010-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,528081.0,0.14802302362639175,0.7642010377232245
96,2011-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,501833.0,0.17085029972709442,1.1209795243949527
97,2011-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,451940.0,0.12036386235200425,0.3319026917203267
98,2011-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,536010.0,0.10726320125861832,0.12714615315313685
99,2011-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,525894.0,0.12244095360787632,0.3643665508194116
100,2011-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,572255.0,0.16762789689675728,1.0706150393735012
101,2011-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,556630.0,0.12534460849536622,0.40974917080461964
102,2011-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,561603.0,0.10342685541321828,0.06718605721207677
103,2011-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,609728.0,0.14466695376875727,0.7117474063880966
104,2011-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,560876.0,0.13321255453707082,0.5327210869277077
105,2011-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,570993.0,0.14844305295188143,0.7707658782431734
106,2011-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,567081.0,0.07885017385047277,-0.3169347295470318
107,2011-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,578399.0,0.09101426090452946,-0.1268163574844134
108,2012-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,569830.0,0.12707067570818786,0.4367267061604582
109,2012-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,546491.0,0.1899684113872695,1.419785694524398
110,2012-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,592957.0,0.10096906610781708,0.02877208503814739
111,2012-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,604757.0,0.13972705293705623,0.6345393183416891
112,2012-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,655925.0,0.13646175690527151,0.5835044348270726
113,2012-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,621689.0,0.1105392213876879,0.17834864874653733
114,2012-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,669210.0,0.1753027176391253,1.1905685072274501
115,2012-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,662984.0,0.08373790108033496,-0.24054208783886266
116,2012-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,628401.0,0.11367865050027426,0.22741629759173826
117,2012-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,653655.0,0.13520273894577173,0.5638266370775182
118,2012-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,633815.0,0.11125496308112126,0.18953532021379807
119,2012-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,639812.0,0.1009104412650057,0.027855809149279095
120,2013-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,637261.0,0.11184123404799351,0.19869843137158588
121,2013-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,569808.0,0.041781622933799056,-0.8962969557198537
122,2013-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,640099.0,0.07650096816983876,-0.35365159597996687
123,2013-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,667818.0,0.09918895687004259,0.0009499008598082756
124,2013-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,702627.0,0.06877971464708033,-0.47433078411024515
125,2013-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,672600.0,0.07871083160867087,-0.31911257652010966
126,2013-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,735346.0,0.09424322452813705,-0.07634933066673225
127,2013-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,723407.0,0.0872211388340407,-0.18610088824051424
128,2013-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,685924.0,0.08758833669322819,-0.18036177613918136
129,2013-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,717782.0,0.09358621244382626,-0.08661808880201528
130,2013-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,683373.0,0.07528371681144641,-0.37267660341539005
131,2013-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,717615.0,0.11475883033542011,0.24429894820745462
132,2014-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,675075.0,0.05764449103277158,-0.648368554203282
133,2014-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,629743.0,0.10001233766962159,0.013818915731859087
